temp_c,humidity,wind_kmh,rain_prob,days_since_spray,stage_encoded,min_interval,growth_stage,label
30.2,59.7,11.3,5.1,0,13,0,Harvest,SPRAY
15.7,80,12.7,64.7,16,5,14,Petal Fall,DELAY
13.9,82.8,12.5,51.2,19,0,21,Delayed Dormancy,DELAY
29.5,72,14.7,28,13,1,14,Green Tip,DELAY
12.2,49,10.8,18.8,19,7,14,Fruit Set,SPRAY
26.8,30,6.7,25.2,8,14,21,Post-Harvest,SPRAY
17,54.5,10,13.4,5,4,10,Flowering,SPRAY
11.9,67.7,3.2,2.3,1,6,14,Fruitlet,SKIP
11.3,39,2.6,18.5,5,12,14,Pre-Harvest,SPRAY
20.7,62.5,26.1,47.8,18,14,21,Post-Harvest,DELAY
25.8,62.7,27,26,17,10,14,Fruit Development-III,DELAY
30.6,88.7,12.2,44,17,12,14,Pre-Harvest,DELAY
9.3,44.2,33.6,5.3,20,7,14,Fruit Set,DELAY
9.7,65.4,20.7,28.5,13,12,14,Pre-Harvest,DELAY
14.6,87.3,6.8,78.3,19,10,14,Fruit Development-III,DELAY
14.3,58.7,13,36,16,3,14,Pink Bud,DELAY
6.5,39.8,19.3,28.3,20,0,21,Delayed Dormancy,DELAY
15.8,42.4,34.8,2.3,20,9,14,Fruit Development-II,DELAY
13.3,63.6,3.1,0.5,5,5,14,Petal Fall,SPRAY
21.1,28.1,20.5,41.2,12,4,10,Flowering,DELAY
23.6,55.4,9.4,5,20,5,14,Petal Fall,SPRAY
36.4,52.6,15.2,26.5,10,4,10,Flowering,DELAY
30.4,65.7,6.6,3.8,4,9,14,Fruit Development-II,SPRAY
23.7,38.4,10.3,16.6,2,0,21,Delayed Dormancy,SKIP
7.1,56.3,14.6,54.2,12,1,14,Green Tip,DELAY
25.3,50.4,15.1,50,11,12,14,Pre-Harvest,DELAY
11.9,83,14,47.2,16,7,14,Fruit Set,DELAY
23.8,85.4,0.2,57.6,14,4,10,Flowering,DELAY
23.5,40.1,19,49.7,15,3,14,Pink Bud,DELAY
28.3,63,25.4,23.5,20,14,21,Post-Harvest,DELAY
17.3,35.9,23.4,51,14,3,14,Pink Bud,DELAY
11.8,59.3,10.6,19,16,9,14,Fruit Development-II,SPRAY
36.7,52.4,22.2,51,19,15,21,Dormancy,DELAY
25,46.4,22.7,32.5,13,8,14,Fruit Development-I,DELAY
39,59.9,1.5,21.9,19,2,14,Tight Cluster,SKIP
32.1,49.4,20.3,52.8,19,15,21,Dormancy,DELAY
23.3,76.6,27.3,42.3,11,1,14,Green Tip,DELAY
18.3,45.7,10.4,9.7,7,7,14,Fruit Set,SPRAY
20.8,86.1,25,43.8,19,14,21,Post-Harvest,DELAY
9.5,92.8,1.4,96.2,20,0,21,Delayed Dormancy,DELAY
11.1,78.2,17.5,54.2,18,14,21,Post-Harvest,DELAY
3.7,54.8,27.9,32.9,17,8,14,Fruit Development-I,DELAY
23.3,59.6,10.5,21.9,2,5,14,Petal Fall,SKIP
14,65.1,23.8,50.1,18,15,21,Dormancy,DELAY
5.6,71.9,22.2,34.4,14,10,14,Fruit Development-III,DELAY
9.3,80.6,19.8,35.1,14,5,14,Petal Fall,DELAY
36.5,46,13.8,42.5,15,11,14,Fruit Development-IV,DELAY
21.4,50.9,23.1,31,11,9,14,Fruit Development-II,DELAY
7.2,47.1,17.7,29,14,12,14,Pre-Harvest,DELAY
28.5,82,24.8,43.4,11,3,14,Pink Bud,DELAY
17.9,27.7,20.8,45,13,10,14,Fruit Development-III,DELAY
32,88.9,15.9,31.8,20,0,21,Delayed Dormancy,DELAY
14.4,25.8,31.1,23.5,17,6,14,Fruitlet,DELAY
32.5,62.8,22,51.7,14,6,14,Fruitlet,DELAY
37.3,77.2,16.2,36.1,12,8,14,Fruit Development-I,DELAY
4.8,70.1,17.1,49.8,16,10,14,Fruit Development-III,DELAY
22.8,31.3,26.7,54.6,16,7,14,Fruit Set,DELAY
5.8,78.7,15.6,35.5,20,15,21,Dormancy,DELAY
22.7,28.5,21.9,39.9,14,7,14,Fruit Set,DELAY
8.2,61.4,20.9,26.7,13,2,14,Tight Cluster,DELAY
7.3,69.3,13,46.6,20,15,21,Dormancy,DELAY
28.2,71.4,19.9,46.1,12,8,14,Fruit Development-I,DELAY
39.4,39.8,8,24.5,17,12,14,Pre-Harvest,SKIP
37.3,63.1,25.8,54.1,7,4,10,Flowering,DELAY
29.9,29.6,13,37.4,12,11,14,Fruit Development-IV,DELAY
26,69.6,11.7,0.8,7,6,14,Fruitlet,SPRAY
28.9,53,10.4,8.5,18,3,14,Pink Bud,SPRAY
7,47.3,13.5,35.7,16,12,14,Pre-Harvest,DELAY
20,37,18.4,31.8,0,13,0,Harvest,DELAY
5.4,41.8,26.1,26.8,15,10,14,Fruit Development-III,DELAY
5.4,25.1,27.8,25.4,13,1,14,Green Tip,DELAY
21.4,64.4,13.4,5.3,9,12,14,Pre-Harvest,SPRAY
30.5,58.9,9.6,59.4,20,15,21,Dormancy,DELAY
27.4,82.2,14.8,29.5,17,5,14,Petal Fall,DELAY
28.7,65.5,8.7,2.6,20,14,21,Post-Harvest,SPRAY
22,61.7,1.4,61.3,15,9,14,Fruit Development-II,DELAY
35.4,60.6,18.2,38.4,11,10,14,Fruit Development-III,DELAY
12.1,63.4,29.9,22.2,14,2,14,Tight Cluster,DELAY
0.7,70.9,1.3,18.3,18,11,14,Fruit Development-IV,SKIP
25.2,43.4,14.2,47.9,13,12,14,Pre-Harvest,DELAY
15.6,56.9,19.9,34.6,3,13,0,Harvest,DELAY
26,53,30.3,1.2,14,12,14,Pre-Harvest,DELAY
28.9,62.1,14.8,34.4,11,9,14,Fruit Development-II,DELAY
17.5,39.1,30.4,23.1,20,0,21,Delayed Dormancy,DELAY
26.5,27.9,15.4,38.7,12,5,14,Petal Fall,DELAY
4.6,38.2,15.3,44.2,11,7,14,Fruit Set,DELAY
9.4,69.8,26.8,25.1,12,1,14,Green Tip,DELAY
37.5,78.7,17.9,50.1,11,10,14,Fruit Development-III,DELAY
22.7,65.3,12.9,84.7,20,4,10,Flowering,DELAY
18,25.4,33.2,10.6,20,9,14,Fruit Development-II,DELAY
19.6,64,22,36.9,16,6,14,Fruitlet,DELAY
10.6,59.6,2.2,90,20,14,21,Post-Harvest,DELAY
8,73.1,27.3,46.5,16,5,14,Petal Fall,DELAY
15.3,47.8,26.1,3.3,20,12,14,Pre-Harvest,DELAY
22,57.4,14,54.9,14,6,14,Fruitlet,DELAY
9.8,70.5,1.2,85.3,20,15,21,Dormancy,DELAY
15.4,73,19.1,48.1,16,7,14,Fruit Set,DELAY
28.1,27.8,12.2,29.6,17,6,14,Fruitlet,DELAY
14.6,38,22.3,36.7,12,8,14,Fruit Development-I,DELAY
10.1,65.8,17.4,46.6,11,9,14,Fruit Development-II,DELAY
22.2,66.5,2.3,78.3,20,14,21,Post-Harvest,DELAY
18.2,51.4,6.8,3.7,17,1,14,Green Tip,SPRAY
23.7,30.2,0,1.3,18,11,14,Fruit Development-IV,SPRAY
29.4,27.3,20.7,25.6,17,3,14,Pink Bud,DELAY
25.2,43.4,21.9,38.5,20,15,21,Dormancy,DELAY
24.1,47.4,27.8,38.6,12,7,14,Fruit Set,DELAY
15,34.4,22.2,30.2,19,14,21,Post-Harvest,DELAY
15.3,26.4,24.9,29.3,14,8,14,Fruit Development-I,DELAY
21.5,39.8,18.4,50.2,2,13,0,Harvest,DELAY
17.2,52.2,23.7,38.3,14,6,14,Fruitlet,DELAY
23.6,30.3,30.3,6.9,20,14,21,Post-Harvest,DELAY
28.3,76,17.8,38.9,17,6,14,Fruitlet,DELAY
13.7,30.7,26.1,18.3,9,13,0,Harvest,DELAY
16.4,90.6,9.2,97,13,13,0,Harvest,DELAY
2.9,38.4,21.1,30.2,16,5,14,Petal Fall,DELAY
22.7,77.1,14.4,34.5,8,4,10,Flowering,DELAY
19.5,64.7,24.2,40.9,12,4,10,Flowering,DELAY
30.3,30.6,12.1,50.9,11,1,14,Green Tip,DELAY
13.3,83.6,15.2,29.5,12,10,14,Fruit Development-III,DELAY
15.1,84.1,21.3,49.8,14,9,14,Fruit Development-II,DELAY
12.4,31.6,21,52,12,10,14,Fruit Development-III,DELAY
21.2,65.2,14.5,41.6,14,5,14,Petal Fall,DELAY
34.5,88.4,22.6,29.4,14,8,14,Fruit Development-I,DELAY
6.9,49.8,18.1,30.1,11,3,14,Pink Bud,DELAY
23.1,36.8,26.3,54.1,16,11,14,Fruit Development-IV,DELAY
37.6,82.6,13.1,29,13,11,14,Fruit Development-IV,DELAY
6,85.8,27.4,30.9,16,12,14,Pre-Harvest,DELAY
17.1,69.3,5.4,13.7,19,10,14,Fruit Development-III,SPRAY
15.1,41.4,20.2,54.5,0,13,0,Harvest,DELAY
10.1,64.6,4.3,73.5,20,15,21,Dormancy,DELAY
-0.4,27.8,13.7,17.5,19,10,14,Fruit Development-III,SKIP
28.9,70.2,0.5,84.3,20,0,21,Delayed Dormancy,DELAY
27.8,61.4,5.7,9.6,5,10,14,Fruit Development-III,SPRAY
19.6,42.3,26.6,52.6,11,8,14,Fruit Development-I,DELAY
34.2,26.5,14.1,47.9,12,10,14,Fruit Development-III,DELAY
13.1,62.1,8.6,19,15,2,14,Tight Cluster,SPRAY
14.3,84.1,13.1,42.5,19,0,21,Delayed Dormancy,DELAY
5.8,32.9,23.3,31,16,10,14,Fruit Development-III,DELAY
10.1,61.7,2.6,1.1,15,2,14,Tight Cluster,SPRAY
13.2,62.7,9.9,13.9,2,12,14,Pre-Harvest,SKIP
28,32.5,2.6,0.2,5,15,21,Dormancy,SKIP
21.7,37.6,1.7,21.3,3,6,14,Fruitlet,SKIP
29.2,39.8,18.3,50.1,13,5,14,Petal Fall,DELAY
12.3,52.7,25.2,47.1,0,13,0,Harvest,DELAY
10.4,57.5,4.8,87.2,18,8,14,Fruit Development-I,DELAY
-4.9,39.1,10.8,25.6,19,13,0,Harvest,SKIP
28.2,45.7,17.7,49.3,13,2,14,Tight Cluster,DELAY
-2.8,33.7,2.4,19.3,20,15,21,Dormancy,SKIP
13.7,76.8,27.1,37.1,19,14,21,Post-Harvest,DELAY
-2.1,67.3,5.3,24.4,20,14,21,Post-Harvest,SKIP
0.5,29.1,13.2,6.1,14,12,14,Pre-Harvest,SKIP
11.8,37.9,20,29.7,17,12,14,Pre-Harvest,DELAY
39,76.8,2.2,27.1,14,8,14,Fruit Development-I,SKIP
4.4,46,19.6,33.7,12,11,14,Fruit Development-IV,DELAY
17,25.8,16.9,29.8,20,15,21,Dormancy,DELAY
17.4,32.9,14.1,33.5,16,9,14,Fruit Development-II,DELAY
33.1,49,27.5,26.9,14,11,14,Fruit Development-IV,DELAY
9.5,46.2,15.7,51.2,13,11,14,Fruit Development-IV,DELAY
22,62.5,17.3,30.8,18,15,21,Dormancy,DELAY
22.6,84.2,23.3,43.3,17,10,14,Fruit Development-III,DELAY
18.9,26.3,20.2,27.9,17,7,14,Fruit Set,DELAY
4.9,56.9,21.6,51.7,12,4,10,Flowering,DELAY
39.6,62.7,5.1,21.8,17,8,14,Fruit Development-I,SKIP
16.5,63,5.3,3.2,17,7,14,Fruit Set,SPRAY
13.3,82.4,15.2,49.3,12,10,14,Fruit Development-III,DELAY
24.7,37.8,8.8,6.2,18,3,14,Pink Bud,SPRAY
32.7,44.4,15.3,33.9,0,13,0,Harvest,DELAY
40,57.6,7.8,16.6,10,13,0,Harvest,SKIP
18.4,37.9,21.7,33.5,15,3,14,Pink Bud,DELAY
12.5,64.7,6.1,8.1,16,4,10,Flowering,SPRAY
24.6,67,18.3,34.8,17,12,14,Pre-Harvest,DELAY
13.7,74.2,12.6,40.4,16,1,14,Green Tip,DELAY
35.4,34.1,13.6,29.9,12,4,10,Flowering,DELAY
30.4,38.5,29.1,21,17,7,14,Fruit Set,DELAY
20.9,66.7,18.3,29.6,17,12,14,Pre-Harvest,DELAY
18.1,32.5,26.6,32.8,12,2,14,Tight Cluster,DELAY
22.1,28.4,25.5,31.8,11,1,14,Green Tip,DELAY
29.9,93.2,1.9,67.3,17,1,14,Green Tip,DELAY
19.8,51.8,32,15.4,14,12,14,Pre-Harvest,DELAY
9.5,62.9,12.1,46.1,15,6,14,Fruitlet,DELAY
31.8,50.8,14.4,25.2,16,11,14,Fruit Development-IV,DELAY
20.2,31.4,27,17,16,9,14,Fruit Development-II,DELAY
17.6,51,29.5,12.5,19,6,14,Fruitlet,DELAY
10.8,62.2,8.2,19.2,16,12,14,Pre-Harvest,SPRAY
26.3,82.6,25.1,35.8,11,9,14,Fruit Development-II,DELAY
33.8,41.4,20.2,34.3,12,7,14,Fruit Set,DELAY
9.4,86.5,18.2,34.8,14,5,14,Petal Fall,DELAY
19.3,63.8,24.7,45,12,5,14,Petal Fall,DELAY
33.8,80.4,21.9,50.7,13,2,14,Tight Cluster,DELAY
0.1,23.2,3,5.3,20,0,21,Delayed Dormancy,SKIP
-0.4,73.9,4.2,7.4,20,11,14,Fruit Development-IV,SKIP
27.6,67.3,1.9,2.5,20,6,14,Fruitlet,SPRAY
33.9,70.2,16.4,25.7,15,7,14,Fruit Set,DELAY
13.7,70.9,5.3,53.8,20,15,21,Dormancy,DELAY
37,62.5,12.7,26.9,19,14,21,Post-Harvest,DELAY
9.3,42.4,22.7,53.9,12,9,14,Fruit Development-II,DELAY
31.2,89.7,12.7,41.9,17,7,14,Fruit Set,DELAY
27.3,76.5,23.4,47.3,2,13,0,Harvest,DELAY
19,43.9,26.6,18.4,16,11,14,Fruit Development-IV,DELAY
18,48.2,28.7,27.5,14,4,10,Flowering,DELAY
29.1,57.1,20.7,35.8,10,4,10,Flowering,DELAY
33.9,46.6,17.7,39,17,2,14,Tight Cluster,DELAY
14.4,84.7,27.7,29.4,13,5,14,Petal Fall,DELAY
22.7,88.5,24.7,49.7,14,5,14,Petal Fall,DELAY
33.7,89.4,20.7,40.6,15,2,14,Tight Cluster,DELAY
23.6,36.6,3.2,19.9,10,0,21,Delayed Dormancy,SPRAY
21.1,40.8,31.6,11,20,15,21,Dormancy,DELAY
37.6,39.7,22.3,29.7,1,13,0,Harvest,DELAY
36.9,77,19.9,52.5,20,0,21,Delayed Dormancy,DELAY
-2.9,77.1,2.7,0.5,16,9,14,Fruit Development-II,SKIP
11.3,48.1,1.3,20.8,20,3,14,Pink Bud,SPRAY
15.6,45.5,2.9,12,9,12,14,Pre-Harvest,SPRAY
23.4,69.1,27.6,40,19,15,21,Dormancy,DELAY
1,45.4,8.2,24.7,20,0,21,Delayed Dormancy,SKIP
38.2,52.6,1.2,20.3,20,0,21,Delayed Dormancy,SPRAY
14.3,64.4,25.3,8.7,20,14,21,Post-Harvest,DELAY
5.4,69.4,21.5,45.3,11,6,14,Fruitlet,DELAY
19.2,82.9,5.4,96.4,20,14,21,Post-Harvest,DELAY
27.1,56.9,26.4,33.8,12,8,14,Fruit Development-I,DELAY
18.4,52.5,34.7,2.2,17,1,14,Green Tip,DELAY
0.4,66.3,0.6,5.1,20,15,21,Dormancy,SKIP
0.7,26.1,1.9,20.7,20,15,21,Dormancy,SKIP
30.6,52.9,23.3,51.9,19,14,21,Post-Harvest,DELAY
3.2,53.4,23.2,27,11,3,14,Pink Bud,DELAY
25.9,55.9,20.1,32.3,12,8,14,Fruit Development-I,DELAY
21.4,56.6,4.9,21.9,17,3,14,Pink Bud,SPRAY
37,67.7,21.3,28.5,11,8,14,Fruit Development-I,DELAY
11.9,53.1,25.1,1.7,20,7,14,Fruit Set,DELAY
21.9,25.4,33.8,3.8,20,0,21,Delayed Dormancy,DELAY
8.8,55.9,19.7,28,19,15,21,Dormancy,DELAY
27.9,60.8,10.6,74.9,14,2,14,Tight Cluster,DELAY
0.9,69.7,5.7,21.1,14,5,14,Petal Fall,SKIP
3,68.7,26.9,36.7,15,10,14,Fruit Development-III,DELAY
6.6,65,24.6,51.7,16,7,14,Fruit Set,DELAY
15.3,60.9,6.1,0.9,1,5,14,Petal Fall,SKIP
30,75.2,12.6,33.3,13,2,14,Tight Cluster,DELAY
37.5,47.2,25.4,43.2,19,14,21,Post-Harvest,DELAY
15.9,81.6,23,45.9,20,15,21,Dormancy,DELAY
5.3,56.8,17.5,40.5,12,4,10,Flowering,DELAY
29.6,60,30.9,6.4,16,2,14,Tight Cluster,DELAY
14.5,44.9,25.2,40.5,14,7,14,Fruit Set,DELAY
-0.3,68.1,9.6,5.3,19,8,14,Fruit Development-I,SKIP
21.9,38.3,19.4,40.6,11,11,14,Fruit Development-IV,DELAY
9.4,76.3,25.3,30.5,16,9,14,Fruit Development-II,DELAY
38.5,52.2,2,17,20,15,21,Dormancy,SKIP
31.3,89,12.1,30.7,13,3,14,Pink Bud,DELAY
37.7,62.9,16.4,42,18,15,21,Dormancy,DELAY
-0.6,48.6,5.4,3.3,15,8,14,Fruit Development-I,SKIP
10.8,32.8,1.2,11.8,16,3,14,Pink Bud,SPRAY
26.7,38.3,26.3,42,11,3,14,Pink Bud,DELAY
24.8,41.4,3.4,6.2,9,3,14,Pink Bud,SPRAY
14.7,40.4,12.4,42.5,17,8,14,Fruit Development-I,DELAY
-3.6,25.5,10.4,27.4,16,7,14,Fruit Set,SKIP
27.6,63.8,6.4,60,20,15,21,Dormancy,DELAY
14.8,42.3,6.4,13.2,18,7,14,Fruit Set,SPRAY
26.9,46.3,4.9,3.3,20,14,21,Post-Harvest,SPRAY
13.5,51.9,29.4,24.5,16,12,14,Pre-Harvest,DELAY
22.5,63.5,8.5,10.4,1,10,14,Fruit Development-III,SKIP
38.6,36.4,10,25.2,17,12,14,Pre-Harvest,SKIP
26.7,61.6,22.3,26.9,20,15,21,Dormancy,DELAY
16.9,25.8,29.4,12.5,20,0,21,Delayed Dormancy,DELAY
14.5,42.5,26.6,32.8,12,2,14,Tight Cluster,DELAY
23.2,54,11.3,23.7,6,5,14,Petal Fall,SPRAY
11,91.6,1.3,85.4,14,11,14,Fruit Development-IV,DELAY
19,36.7,33.6,7.8,15,8,14,Fruit Development-I,DELAY
8,29.3,25.9,43.6,15,7,14,Fruit Set,DELAY
1.6,21,13.5,16.9,14,5,14,Petal Fall,SKIP
11.7,75.9,20.5,48.4,15,2,14,Tight Cluster,DELAY
7.5,85.6,15.9,25.3,17,11,14,Fruit Development-IV,DELAY
20.5,26.3,20.1,26.7,12,5,14,Petal Fall,DELAY
27.6,64.7,8.5,69.6,20,5,14,Petal Fall,DELAY
18.4,71.2,23.4,29.9,15,8,14,Fruit Development-I,DELAY
38.6,60.7,5.5,15.2,17,1,14,Green Tip,SKIP
36,48,21.7,46.6,20,14,21,Post-Harvest,DELAY
20.8,51.5,20.1,40,17,12,14,Pre-Harvest,DELAY
30.9,63.7,1.6,25.3,6,1,14,Green Tip,SPRAY
16.3,37.9,0.2,9.6,20,12,14,Pre-Harvest,SPRAY
23.3,74.3,14.2,48.8,10,4,10,Flowering,DELAY
28.9,65.1,5.6,86.2,16,7,14,Fruit Set,DELAY
17,28.3,27.2,51.9,11,6,14,Fruitlet,DELAY
19.2,40.5,31.5,12.1,18,9,14,Fruit Development-II,DELAY
21.1,31.6,13.7,23.7,1,9,14,Fruit Development-II,SKIP
29.3,31.6,34.9,4.1,19,11,14,Fruit Development-IV,DELAY
13.8,50.8,0.3,11.3,9,8,14,Fruit Development-I,SPRAY
15.3,27,30.2,3.5,20,14,21,Post-Harvest,DELAY
20.5,68.3,20.8,47.5,20,15,21,Dormancy,DELAY
7.5,78.6,17.3,46.4,16,2,14,Tight Cluster,DELAY
11.1,70.4,5.5,54,16,8,14,Fruit Development-I,DELAY
9,62,18.7,49.8,18,0,21,Delayed Dormancy,DELAY
11.2,84.5,12,27,0,13,0,Harvest,DELAY
30.3,39.2,26.6,30,16,8,14,Fruit Development-I,DELAY
38.7,71,13.4,7.2,20,15,21,Dormancy,SKIP
26,79.3,21.4,45.5,17,10,14,Fruit Development-III,DELAY
18.7,40.9,10.3,6.6,20,7,14,Fruit Set,SPRAY
15.6,64.5,1.5,4.1,3,12,14,Pre-Harvest,SKIP
11,83.8,26.8,45.9,15,7,14,Fruit Set,DELAY
16.4,61.8,16.8,32.3,15,11,14,Fruit Development-IV,DELAY
25.9,75.4,26.8,26.7,19,15,21,Dormancy,DELAY
38.7,27.1,3.3,24.6,15,13,0,Harvest,SKIP
16.6,80.2,16.6,43.3,12,12,14,Pre-Harvest,DELAY
22.1,59.1,26,2.3,19,10,14,Fruit Development-III,DELAY
-1.6,79.5,0,5,20,0,21,Delayed Dormancy,SKIP
15.2,69.6,25.2,35.7,15,9,14,Fruit Development-II,DELAY
16.3,26.6,30.8,27.7,18,2,14,Tight Cluster,DELAY
8.9,36,18.3,54.8,18,0,21,Delayed Dormancy,DELAY
24.2,59.2,25.3,33.5,11,8,14,Fruit Development-I,DELAY
11.4,66.8,23.2,27.9,20,14,21,Post-Harvest,DELAY
3.2,80.4,22.6,45.8,17,7,14,Fruit Set,DELAY
15.7,56.1,11.4,11.7,7,14,21,Post-Harvest,SPRAY
9.6,55,23.3,26.1,11,9,14,Fruit Development-II,DELAY
39.4,66.2,9.6,16.2,19,3,14,Pink Bud,SKIP
6.4,66.9,27.1,41.6,20,15,21,Dormancy,DELAY
9.6,55.8,12.5,29.7,12,9,14,Fruit Development-II,DELAY
26.8,62.1,4.3,17.9,18,11,14,Fruit Development-IV,SPRAY
33.1,54.2,25.1,47.4,16,12,14,Pre-Harvest,DELAY
36.5,73.8,25.9,30.5,1,13,0,Harvest,DELAY
19.5,89.2,14.4,51.5,12,8,14,Fruit Development-I,DELAY
34.7,71.9,18.7,48.1,20,15,21,Dormancy,DELAY
30.8,49.2,12,39.5,17,11,14,Fruit Development-IV,DELAY
24,59.3,32.4,7.7,17,6,14,Fruitlet,DELAY
36.2,77,19.3,46.6,15,6,14,Fruitlet,DELAY
29.2,27.9,17.3,37.2,16,9,14,Fruit Development-II,DELAY
33.6,85.4,26.6,43.3,12,2,14,Tight Cluster,DELAY
10,42.2,26.3,50.6,17,10,14,Fruit Development-III,DELAY
22.9,50.7,12.1,31.9,12,7,14,Fruit Set,DELAY
18.6,68.3,8.8,6,20,14,21,Post-Harvest,SPRAY
36.3,76.7,22.2,34.2,20,0,21,Delayed Dormancy,DELAY
22.9,59.7,20.8,48.4,17,1,14,Green Tip,DELAY
16,72.2,14.8,44.7,11,7,14,Fruit Set,DELAY
29.8,55.8,1.8,88,8,13,0,Harvest,DELAY
26.2,52,26.5,31.1,12,5,14,Petal Fall,DELAY
15.8,46.7,30.5,1.9,15,11,14,Fruit Development-IV,DELAY
2.1,40.6,24.5,48.8,13,3,14,Pink Bud,DELAY
39,50.6,6.7,17.2,20,5,14,Petal Fall,SKIP
17.1,45.5,2.1,20.8,20,2,14,Tight Cluster,SPRAY
24.3,88,24.3,54.8,18,0,21,Delayed Dormancy,DELAY
26.9,51.4,6.7,25.9,5,4,10,Flowering,SPRAY
38.9,32.7,2.7,17.8,20,11,14,Fruit Development-IV,SKIP
28.8,79.2,26.9,48.4,15,2,14,Tight Cluster,DELAY
13.4,26.7,29.5,0.1,20,14,21,Post-Harvest,DELAY
35.6,67.2,18.6,50.1,19,0,21,Delayed Dormancy,DELAY
21.9,52.5,1.3,3,20,14,21,Post-Harvest,SPRAY
25.7,55.5,2.7,11.8,18,10,14,Fruit Development-III,SPRAY
11.1,42,10.6,3,17,9,14,Fruit Development-II,SPRAY
12.1,80.2,27.7,54.3,13,12,14,Pre-Harvest,DELAY
28.6,51.4,12.4,33.6,12,2,14,Tight Cluster,DELAY
35.5,64.2,25.6,35.9,11,2,14,Tight Cluster,DELAY
13.5,33,21.2,42.5,11,8,14,Fruit Development-I,DELAY
27.5,47,30.4,24.1,20,7,14,Fruit Set,DELAY
25.7,31.5,18.5,52.9,13,9,14,Fruit Development-II,DELAY
14.9,27.1,25.7,26.6,18,13,0,Harvest,DELAY
39.6,52.5,3.7,16.5,20,0,21,Delayed Dormancy,SKIP
23.3,77.8,12.1,82.3,14,2,14,Tight Cluster,DELAY
12.7,93.3,12.1,76.5,20,15,21,Dormancy,DELAY
33.5,62.5,23.7,50.3,19,0,21,Delayed Dormancy,DELAY
22.5,70.5,11.6,66,15,7,14,Fruit Set,DELAY
16.8,62.6,16.3,43.5,11,12,14,Pre-Harvest,DELAY
19.9,69.1,5.7,5.4,1,13,0,Harvest,SPRAY
31.3,62.7,27.5,32.5,12,4,10,Flowering,DELAY
25.4,84.3,9.6,58.4,15,1,14,Green Tip,DELAY
22.7,67.4,23.5,49.9,11,8,14,Fruit Development-I,DELAY
18.8,60.9,9.1,57.9,11,13,0,Harvest,DELAY
15.6,58.7,16.4,44.9,17,10,14,Fruit Development-III,DELAY
13.1,51.6,34.5,6.8,17,4,10,Flowering,DELAY
11.1,53.2,14.5,48.4,17,8,14,Fruit Development-I,DELAY
20.9,38.2,13.8,33.6,13,1,14,Green Tip,DELAY
19.5,60.5,0.7,10,17,8,14,Fruit Development-I,SPRAY
26.8,42.9,19.6,36.7,12,7,14,Fruit Set,DELAY
9.4,64.4,6.8,62.5,20,15,21,Dormancy,DELAY
20.5,52.6,27.7,18.4,20,3,14,Pink Bud,DELAY
2.7,61.9,26.2,32.2,13,9,14,Fruit Development-II,DELAY
29.3,68.4,20.9,43.4,17,8,14,Fruit Development-I,DELAY
37.2,25.2,27.3,34.8,16,5,14,Petal Fall,DELAY
2.1,37.6,13.7,34.2,3,13,0,Harvest,DELAY
11.8,38,18.4,50.3,15,8,14,Fruit Development-I,DELAY
39.8,22.7,4.7,13.2,15,11,14,Fruit Development-IV,SKIP
17.5,61.6,23,28.1,12,10,14,Fruit Development-III,DELAY
3.6,55.4,20.6,47.2,11,7,14,Fruit Set,DELAY
9.9,38.9,17.9,26.1,18,14,21,Post-Harvest,DELAY
23.1,60.6,33.9,2.6,7,13,0,Harvest,DELAY
26.4,46.5,31.3,21.3,14,3,14,Pink Bud,DELAY
21.5,67.7,23.1,25.2,19,15,21,Dormancy,DELAY
33.9,31.5,20.1,31.9,15,6,14,Fruitlet,DELAY
29.6,55.1,30.6,4.6,19,8,14,Fruit Development-I,DELAY
22.6,68.4,15.1,49.7,12,3,14,Pink Bud,DELAY
9.1,38.6,14.1,38.8,16,1,14,Green Tip,DELAY
9.7,84,10.1,69.6,20,14,21,Post-Harvest,DELAY
26.7,36.4,4.2,3.8,2,13,0,Harvest,SPRAY
34.1,32.1,24.2,31.4,12,5,14,Petal Fall,DELAY
24.4,61.6,10,86.3,16,13,0,Harvest,DELAY
7.7,89.8,20.5,42,14,10,14,Fruit Development-III,DELAY
-3,75.6,11.2,23.4,6,13,0,Harvest,SKIP
19.2,33.6,8.1,22.3,2,12,14,Pre-Harvest,SKIP
29.9,34.5,6.7,25.5,9,1,14,Green Tip,SPRAY
20.9,64.3,1.8,95.6,18,4,10,Flowering,DELAY
10.8,51,1.3,7.3,8,2,14,Tight Cluster,SPRAY
3.6,56.9,25.4,29.2,13,4,10,Flowering,DELAY
5.2,34.6,19.1,37.7,16,7,14,Fruit Set,DELAY
13.6,35.7,16.4,50.4,11,2,14,Tight Cluster,DELAY
30.1,75.4,23.1,50.9,16,1,14,Green Tip,DELAY
25.7,87.3,8.2,56,20,0,21,Delayed Dormancy,DELAY
5.5,75.9,20.6,36.1,20,15,21,Dormancy,DELAY
37.6,45.3,22.8,48.8,20,0,21,Delayed Dormancy,DELAY
11.4,30.5,25,43,15,9,14,Fruit Development-II,DELAY
29,33.1,2.5,21.4,16,15,21,Dormancy,SPRAY
-4.7,22.6,0.7,18.5,15,1,14,Green Tip,SKIP
11,54,27.8,4.2,17,12,14,Pre-Harvest,DELAY
26.5,75.5,13.9,69.7,14,3,14,Pink Bud,DELAY
26.3,70,0.6,86.3,19,11,14,Fruit Development-IV,DELAY
